input - sinus function 
0.00000	0.00000
0.00010	0.00063
0.00020	0.00126
0.00030	0.00188
0.00040	0.00251
0.00050	0.00314
0.00060	0.00377
0.00070	0.00440
0.00080	0.00503
0.00090	0.00565
0.00100	0.00628
0.00110	0.00691
0.00120	0.00754
0.00130	0.00817
0.00140	0.00880
0.00150	0.00942
0.00160	0.01005
0.00170	0.01068
0.00180	0.01131
0.00190	0.01194
0.00200	0.01257
0.00210	0.01319
0.00220	0.01382
0.00230	0.01445
0.00240	0.01508
0.00250	0.01571
0.00260	0.01634
0.00270	0.01696
0.00280	0.01759
0.00290	0.01822
0.00300	0.01885
0.00310	0.01948
0.00320	0.02010
0.00330	0.02073
0.00340	0.02136
0.00350	0.02199
0.00360	0.02262
0.00370	0.02325
0.00380	0.02387
0.00390	0.02450
0.00400	0.02513
0.00410	0.02576
0.00420	0.02639
0.00430	0.02701
0.00440	0.02764
0.00450	0.02827
0.00460	0.02890
0.00470	0.02953
0.00480	0.03015
0.00490	0.03078
0.00500	0.03141
0.00510	0.03204
0.00520	0.03267
0.00530	0.03329
0.00540	0.03392
0.00550	0.03455
0.00560	0.03518
0.00570	0.03581
0.00580	0.03643
0.00590	0.03706
0.00600	0.03769
0.00610	0.03832
0.00620	0.03895
0.00630	0.03957
0.00640	0.04020
0.00650	0.04083
0.00660	0.04146
0.00670	0.04208
0.00680	0.04271
0.00690	0.04334
0.00700	0.04397
0.00710	0.04460
0.00720	0.04522
0.00730	0.04585
0.00740	0.04648
0.00750	0.04711
0.00760	0.04773
0.00770	0.04836
0.00780	0.04899
0.00790	0.04962
0.00800	0.05024
0.00810	0.05087
0.00820	0.05150
0.00830	0.05213
0.00840	0.05275
0.00850	0.05338
0.00860	0.05401
0.00870	0.05464
0.00880	0.05526
0.00890	0.05589
0.00900	0.05652
0.00910	0.05715
0.00920	0.05777
0.00930	0.05840
0.00940	0.05903
0.00950	0.05965
0.00960	0.06028
0.00970	0.06091
0.00980	0.06154
0.00990	0.06216
0.01000	0.06279
0.01010	0.06342
0.01020	0.06404
0.01030	0.06467
0.01040	0.06530
0.01050	0.06593
0.01060	0.06655
0.01070	0.06718
0.01080	0.06781
0.01090	0.06843
0.01100	0.06906
0.01110	0.06969
0.01120	0.07031
0.01130	0.07094
0.01140	0.07157
0.01150	0.07219
0.01160	0.07282
0.01170	0.07345
0.01180	0.07407
0.01190	0.07470
0.01200	0.07533
0.01210	0.07595
0.01220	0.07658
0.01230	0.07721
0.01240	0.07783
0.01250	0.07846
0.01260	0.07909
0.01270	0.07971
0.01280	0.08034
0.01290	0.08096
0.01300	0.08159
0.01310	0.08222
0.01320	0.08284
0.01330	0.08347
0.01340	0.08410
0.01350	0.08472
0.01360	0.08535
0.01370	0.08597
0.01380	0.08660
0.01390	0.08723
0.01400	0.08785
0.01410	0.08848
0.01420	0.08910
0.01430	0.08973
0.01440	0.09035
0.01450	0.09098
0.01460	0.09161
0.01470	0.09223
0.01480	0.09286
0.01490	0.09348
0.01500	0.09411
0.01510	0.09473
0.01520	0.09536
0.01530	0.09598
0.01540	0.09661
0.01550	0.09724
0.01560	0.09786
0.01570	0.09849
0.01580	0.09911
0.01590	0.09974
0.01600	0.10036
0.01610	0.10099
0.01620	0.10161
0.01630	0.10224
0.01640	0.10286
0.01650	0.10349
0.01660	0.10411
0.01670	0.10474
0.01680	0.10536
0.01690	0.10599
0.01700	0.10661
0.01710	0.10724
0.01720	0.10786
0.01730	0.10849
0.01740	0.10911
0.01750	0.10973
0.01760	0.11036
0.01770	0.11098
0.01780	0.11161
0.01790	0.11223
0.01800	0.11286
0.01810	0.11348
0.01820	0.11410
0.01830	0.11473
0.01840	0.11535
0.01850	0.11598
0.01860	0.11660
0.01870	0.11723
0.01880	0.11785
0.01890	0.11847
0.01900	0.11910
0.01910	0.11972
0.01920	0.12034
0.01930	0.12097
0.01940	0.12159
0.01950	0.12222
0.01960	0.12284
0.01970	0.12346
0.01980	0.12409
0.01990	0.12471
0.02000	0.12533
0.02010	0.12596
0.02020	0.12658
0.02030	0.12720
0.02040	0.12783
0.02050	0.12845
0.02060	0.12907
0.02070	0.12970
0.02080	0.13032
0.02090	0.13094
0.02100	0.13156
0.02110	0.13219
0.02120	0.13281
0.02130	0.13343
0.02140	0.13406
0.02150	0.13468
0.02160	0.13530
0.02170	0.13592
0.02180	0.13655
0.02190	0.13717
0.02200	0.13779
0.02210	0.13841
0.02220	0.13903
0.02230	0.13966
0.02240	0.14028
0.02250	0.14090
0.02260	0.14152
0.02270	0.14215
0.02280	0.14277
0.02290	0.14339
0.02300	0.14401
0.02310	0.14463
0.02320	0.14525
0.02330	0.14588
0.02340	0.14650
0.02350	0.14712
0.02360	0.14774
0.02370	0.14836
0.02380	0.14898
0.02390	0.14960
0.02400	0.15023
0.02410	0.15085
0.02420	0.15147
0.02430	0.15209
0.02440	0.15271
0.02450	0.15333
0.02460	0.15395
0.02470	0.15457
0.02480	0.15519
0.02490	0.15581
0.02500	0.15643
0.02510	0.15706
0.02520	0.15768
0.02530	0.15830
0.02540	0.15892
0.02550	0.15954
0.02560	0.16016
0.02570	0.16078
0.02580	0.16140
0.02590	0.16202
0.02600	0.16264
0.02610	0.16326
0.02620	0.16388
0.02630	0.16450
0.02640	0.16512
0.02650	0.16574
0.02660	0.16636
0.02670	0.16698
0.02680	0.16759
0.02690	0.16821
0.02700	0.16883
0.02710	0.16945
0.02720	0.17007
0.02730	0.17069
0.02740	0.17131
0.02750	0.17193
0.02760	0.17255
0.02770	0.17317
0.02780	0.17379
0.02790	0.17440
0.02800	0.17502
0.02810	0.17564
0.02820	0.17626
0.02830	0.17688
0.02840	0.17750
0.02850	0.17812
0.02860	0.17873
0.02870	0.17935
0.02880	0.17997
0.02890	0.18059
0.02900	0.18121
0.02910	0.18182
0.02920	0.18244
0.02930	0.18306
0.02940	0.18368
0.02950	0.18429
0.02960	0.18491
0.02970	0.18553
0.02980	0.18615
0.02990	0.18676
0.03000	0.18738
0.03010	0.18800
0.03020	0.18862
0.03030	0.18923
0.03040	0.18985
0.03050	0.19047
0.03060	0.19108
0.03070	0.19170
0.03080	0.19232
0.03090	0.19293
0.03100	0.19355
0.03110	0.19417
0.03120	0.19478
0.03130	0.19540
0.03140	0.19601
0.03150	0.19663
0.03160	0.19725
0.03170	0.19786
0.03180	0.19848
0.03190	0.19909
0.03200	0.19971
0.03210	0.20033
0.03220	0.20094
0.03230	0.20156
0.03240	0.20217
0.03250	0.20279
0.03260	0.20340
0.03270	0.20402
0.03280	0.20463
0.03290	0.20525
0.03300	0.20586
0.03310	0.20648
0.03320	0.20709
0.03330	0.20771
0.03340	0.20832
0.03350	0.20894
0.03360	0.20955
0.03370	0.21016
0.03380	0.21078
0.03390	0.21139
0.03400	0.21201
0.03410	0.21262
0.03420	0.21324
0.03430	0.21385
0.03440	0.21446
0.03450	0.21508
0.03460	0.21569
0.03470	0.21630
0.03480	0.21692
0.03490	0.21753
0.03500	0.21814
0.03510	0.21876
0.03520	0.21937
0.03530	0.21998
0.03540	0.22060
0.03550	0.22121
0.03560	0.22182
0.03570	0.22243
0.03580	0.22305
0.03590	0.22366
0.03600	0.22427
0.03610	0.22488
0.03620	0.22550
0.03630	0.22611
0.03640	0.22672
0.03650	0.22733
0.03660	0.22794
0.03670	0.22855
0.03680	0.22917
0.03690	0.22978
0.03700	0.23039
0.03710	0.23100
0.03720	0.23161
0.03730	0.23222
0.03740	0.23283
0.03750	0.23345
0.03760	0.23406
0.03770	0.23467
0.03780	0.23528
0.03790	0.23589
0.03800	0.23650
0.03810	0.23711
0.03820	0.23772
0.03830	0.23833
